objectid,filename,title,format,description,creator,subject,rightsstatement,source,type,latitude,longitude
GIB007014001013,https://archive.org/download/GIB007014001013/GIB007014001013.JPG,"The Anchor, Wadesmill - wealden jetty details",image/jpeg,"In envelope titled: Anchor, Wadesmill.","Gibson, Adrian, 1931-2006",commercial,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,51.839668,-0.02896434
GIB008001007001,https://archive.org/download/GIB008001007001/GIB008001007001.JPG,"Lower Dairy Farm, L[ittle] Horkesley 1",image/jpeg,In envelope titled: [Lower Dairy Farm].,"Gibson, Adrian, 1931-2006",agricultural,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,51.963739,0.86067259
GIB008001007002,https://archive.org/download/GIB008001007002/GIB008001007002.JPG,"Lower Dairy Farm, L[ittle] Horkesley 2",image/jpeg,In envelope titled: [Lower Dairy Farm].,"Gibson, Adrian, 1931-2006",agricultural,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,51.963739,0.86067259
GIB008002000001,https://archive.org/download/GIB008002000001/GIB008002000001.jpg,Baginton [Lunt Roman Fort] - rampart walk,image/jpeg,In envelope titled: [Baginton].,"Gibson, Adrian, 1931-2006",defensive,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,52.37272,-1.496571
GIB008002000003,https://archive.org/download/GIB008002000003/GIB008002000003.jpg,Baginton [Lunt Roman Fort] - front of gate,image/jpeg,In envelope titled: [Baginton].,"Gibson, Adrian, 1931-2006",defensive,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,52.37272,-1.496571
GIB008002000006,https://archive.org/download/GIB008002000006/GIB008002000006.jpg,Baginton [Lunt Roman Fort] - east gate from back,image/jpeg,In envelope titled: [Baginton].,"Gibson, Adrian, 1931-2006",defensive,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,52.37272,-1.496571
GIB008002000007,https://archive.org/download/GIB008002000007/GIB008002000007.jpg,Baginton [Lunt Roman Fort] - ditch,image/jpeg,In envelope titled: [Baginton].,"Gibson, Adrian, 1931-2006",defensive,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,52.37272,-1.496571
GIB008002000009,https://archive.org/download/GIB008002000009/GIB008002000009.jpg,Baginton [Lunt Roman Fort] - arena,image/jpeg,In envelope titled: [Baginton].,"Gibson, Adrian, 1931-2006",defensive,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,52.37272,-1.496571
GIB009016002001,https://archive.org/download/GIB009016002001/GIB009016002001.jpg,Bolton Market Hall interior 1,image/jpeg,In envelope titled: Bolton Market Hall.,"Gibson, Adrian, 1931-2006",commercial,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,53.580564,-2.4296501
GIB009016002002,https://archive.org/download/GIB009016002002/GIB009016002002.jpg,Bolton Market Hall interior 2,image/jpeg,In envelope titled: Bolton Market Hall.,"Gibson, Adrian, 1931-2006",commercial,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,53.580564,-2.4296501
GIB009016002003,https://archive.org/download/GIB009016002003/GIB009016002003.jpg,Bolton Market Hall S. side entrance,image/jpeg,In envelope titled: Bolton Market Hall.,"Gibson, Adrian, 1931-2006",commercial,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,53.580564,-2.4296501
GIB009001001001,https://archive.org/download/GIB009001001001/GIB009001001001.JPG,Healey - Firs farm - aisled hall/solar,image/jpeg,In envelope titled: [Healey Firs Solar Roof].,"Gibson, Adrian, 1931-2006",agricultural,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,54.2206,-1.7262
GIB009001001002,https://archive.org/download/GIB009001001002/GIB009001001002.JPG,Healey - Firs farm - solar roof 1,image/jpeg,In envelope titled: [Healey Firs Solar Roof].,"Gibson, Adrian, 1931-2006",agricultural,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,54.2206,-1.7262
GIB009001001003,https://archive.org/download/GIB009001001003/GIB009001001003.JPG,Healey - Firs farm - solar roof 2,image/jpeg,In envelope titled: [Healey Firs Solar Roof].,"Gibson, Adrian, 1931-2006",agricultural,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,54.2206,-1.7262
GIB009017001001,https://archive.org/download/GIB009017001001/GIB009017001001.jpg,Arnside Tower West side,image/jpeg,In envelope titled: Arnside Tower.,"Gibson, Adrian, 1931-2006",defensive,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,54.1841, -2.8335
GIB009017001003,https://ia601600.us.archive.org/19/items/GIB009017001003/GIB009001001003.jpg,Arnside Tower North side,image/jpeg,In envelope titled: Arnside Tower.,"Gibson, Adrian, 1931-2006",defensive,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,54.1841, -2.8335
GIB009017001004,https://archive.org/download/GIB009017001004/GIB009017001004.jpg,Arnside Tower - interior east side,image/jpeg,In envelope titled: Arnside Tower.,"Gibson, Adrian, 1931-2006",defensive,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,54.1841, -2.8335
GIB009017001006,https://archive.org/download/GIB009017001006/GIB009017001006.jpg,Arnside Tower from south - faces north,image/jpeg,In envelope titled: Arnside Tower.,"Gibson, Adrian, 1931-2006",defensive,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,54.1841, -2.8335
GIB009017001007,https://archive.org/download/GIB009017001007/GIB009017001007.jpg,Arnside Tower - interior - oven NW corner,image/jpeg,In envelope titled: Arnside Tower.,"Gibson, Adrian, 1931-2006",defensive,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,54.1841, -2.8335
GIB010002005001,https://archive.org/download/GIB010002005001/GIB010002005001.JPG,Wingfield Coll [College] raised aisle hall 1362?,image/jpeg,In envelope titled: [Wingfield Cottage].,"Gibson, Adrian, 1931-2006",educational,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,52.343559,1.2726044
GIB010002005002,https://archive.org/download/GIB010002005002/GIB010002005002.JPG,Wingfield Coll [College] North end wall framing of jettied range,image/jpeg,In envelope titled: [Wingfield Cottage].,"Gibson, Adrian, 1931-2006",educational,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,52.343559,1.2726044
GIB010009005001,https://archive.org/download/GIB010009005001/GIB010009005001.JPG,"Kempley - figure, chancel",image/jpeg,In envelope titled: [Interior Wall-Painting].,"Gibson, Adrian, 1931-2006",religious,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,51.9634, -2.4801
GIB010009005005,https://archive.org/download/GIB010009005005/GIB010009005005.JPG,"Kempley nave, dec [decorated?] window splay + stone + rose",image/jpeg,In envelope titled: [Interior Wall-Painting].,"Gibson, Adrian, 1931-2006",religious,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,51.9634, -2.4801
GIB010009005006,https://archive.org/download/GIB010009005006/GIB010009005006.JPG,Kempley barrel vault 1,image/jpeg,In envelope titled: [Interior Wall-Painting].,"Gibson, Adrian, 1931-2006",religious,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,51.9634, -2.4801
GIB010009005007,https://archive.org/download/GIB010009005007/GIB010009005007.JPG,Kempley barrel vault 2,image/jpeg,In envelope titled: [Interior Wall-Painting].,"Gibson, Adrian, 1931-2006",religious,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,51.9634, -2.4801
GIB010009005015,https://archive.org/download/GIB010009005015/GIB010009005015.JPG,Kempley nave to chancel arch,image/jpeg,In envelope titled: [Interior Wall-Painting].,"Gibson, Adrian, 1931-2006",religious,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,51.9634, -2.4801
GIB010016003004,https://archive.org/download/GIB010016003004/GIB010016003004.JPG,Pentre Ifan 1,image/jpeg,In envelope titled: [ Pentre Ifan Carreg Sampson Carreg Coetan].,"Gibson, Adrian, 1931-2006",ancient monument,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,51.999, -4.77
GIB010016003005,https://archive.org/download/GIB010016003005/GIB010016003005.JPG,Pentre Ifan 2,image/jpeg,In envelope titled: [ Pentre Ifan Carreg Sampson Carreg Coetan].,"Gibson, Adrian, 1931-2006",ancient monument,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,51.999, -4.77
GIB010016003008,https://archive.org/download/GIB010016003008/GIB010016003008.JPG,Pentre Ifan 3,image/jpeg,In envelope titled: [ Pentre Ifan Carreg Sampson Carreg Coetan].,"Gibson, Adrian, 1931-2006",ancient monument,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,51.999, -4.77
GIB010016003009,https://archive.org/download/GIB010016003009/GIB010016003009.JPG,Pentre Ifan 4,image/jpeg,In envelope titled: [ Pentre Ifan Carreg Sampson Carreg Coetan].,"Gibson, Adrian, 1931-2006",ancient monument,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,51.999, -4.77
GIB010016004001,https://archive.org/download/GIB010016004001/GIB010016004001.jpg,Dolaucothi Gold mine - general working area 1,image/jpeg,In envelope titled: [Dolaucothi Gold Mine].,"Gibson, Adrian, 1931-2006",industrial,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,52.0446, -3.9498
GIB010016004002,https://archive.org/download/GIB010016004002/GIB010016004002.jpg,Dolaucothi Gold mine - general working area 2,image/jpeg,In envelope titled: [Dolaucothi Gold Mine].,"Gibson, Adrian, 1931-2006",industrial,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,52.0446, -3.9498
GIB010016004003,https://archive.org/download/GIB010016004003/GIB010016004003.jpg,Dolaucothi Gold mine - adit 1,image/jpeg,In envelope titled: [Dolaucothi Gold Mine].,"Gibson, Adrian, 1931-2006",industrial,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,52.0446, -3.9498
GIB010016004004,https://archive.org/download/GIB010016004004/GIB010016004004.jpg,Dolaucothi Gold mine - adit 2,image/jpeg,In envelope titled: [Dolaucothi Gold Mine].,"Gibson, Adrian, 1931-2006",industrial,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,52.0446, -3.9498
GIB011000001001,https://archive.org/download/GIB011000001001/GIB011000001001.JPG,"Wright's Dairy, Potter St. November 1972",image/jpeg,In envelope titled: Wright's Dairy Sawbridgeworth.,"Gibson, Adrian, 1931-2006",commercial,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,,
GIB011000001002,https://archive.org/download/GIB011000001002/GIB011000001002.JPG,"Wright's Dairy, Potter St. November 1972",image/jpeg,In envelope titled: Wright's Dairy Sawbridgeworth.,"Gibson, Adrian, 1931-2006",commercial,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,,
GIB011000001003,https://archive.org/download/GIB011000001003/GIB011000001003.JPG,"Wright's Dairy, Potter St. November 1972",image/jpeg,In envelope titled: Wright's Dairy Sawbridgeworth.,"Gibson, Adrian, 1931-2006",commercial,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,,
GIB011000001004,https://archive.org/download/GIB011000001004/GIB011000001004.JPG,"Wright's Dairy, Potter St. November 1972",image/jpeg,In envelope titled: Wright's Dairy Sawbridgeworth.,"Gibson, Adrian, 1931-2006",commercial,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,,
GIB011000050002,https://archive.org/download/GIB011000050002/GIB011000050002.JPG,Old Springwell Fm - Littlebury from S.E,image/jpeg,In envelope titled: Old Springwell Fm [farm].,"Gibson, Adrian, 1931-2006",domestic,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,52.047258,0.21493077
GIB011000050008,https://archive.org/download/GIB011000050008/GIB011000050008.JPG,Old Springwell Fm - Littlebury from S.W,image/jpeg,In envelope titled: Old Springwell Fm [farm].,"Gibson, Adrian, 1931-2006",domestic,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,52.047258,0.21493077
GIB011000050009,https://archive.org/download/GIB011000050009/GIB011000050009.JPG,Old Springwell Fm - smokebays over kitchen,image/jpeg,In envelope titled: Old Springwell Fm [farm].,"Gibson, Adrian, 1931-2006",domestic,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,52.047258,0.21493077
GIB011000050012,https://archive.org/download/GIB011000050012/GIB011000050012.JPG,Springwell Old Fm - room over hall -> low end - open truss?,image/jpeg,In envelope titled: Old Springwell Fm [farm].,"Gibson, Adrian, 1931-2006",domestic,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,52.047258,0.21493077
GIB011000050014,https://archive.org/download/GIB011000050014/GIB011000050014.JPG,"Springwell Old Fm, Littlebury - carp marks - ext of kitch bay",image/jpeg,In envelope titled: Old Springwell Fm [farm].,"Gibson, Adrian, 1931-2006",domestic,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,52.047258,0.21493077
GIB011000058001,https://archive.org/download/GIB011000058001/GIB011000058001.jpg,Abbots Langley salt box ho[use] K..end,image/jpeg,In envelope titled: Abbots Langley Village.,"Gibson, Adrian, 1931-2006",domestic,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,51.70356,-0.41946329
GIB011000058002,https://archive.org/download/GIB011000058002/GIB011000058002.jpg,Abbots Langley k…end. salt box ho[use] side view,image/jpeg,In envelope titled: Abbots Langley Village.,"Gibson, Adrian, 1931-2006",domestic,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,51.70356,-0.41946329
GIB011000067003,https://archive.org/download/GIB011000067003/GIB011000067003.jpg,Bacon End Cott. Drawing,image/jpeg,In envelope titled: Bacon End.,"Gibson, Adrian, 1931-2006",domestic,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,51.846122,0.32761574
GIB011000067006,https://archive.org/download/GIB011000067006/GIB011000067006.jpg,Bacon End Cottage. end wall + window,image/jpeg,In envelope titled: Bacon End.,"Gibson, Adrian, 1931-2006",domestic,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,51.846122,0.32761574
GIB011000067009,https://archive.org/download/GIB011000067011/GIB011000067009.jpg,Bacon End Cottages bay arch.plate space service,image/jpeg,In envelope titled: Bacon End.,"Gibson, Adrian, 1931-2006",domestic,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,51.846122,0.32761574
GIB011000067010,https://archive.org/download/GIB011000067010/GIB011000067010.jpg,Bacon End Cottages gt.canfield 605.189,image/jpeg,In envelope titled: Bacon End.,"Gibson, Adrian, 1931-2006",domestic,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,51.846122,0.32761574
GIB011000067013,https://archive.org/download/GIB011000067013/GIB011000067013.jpg,Bacon End Cott. Gt. Canfield. Sketch,image/jpeg,In envelope titled: Bacon End.,"Gibson, Adrian, 1931-2006",domestic,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,51.846122,0.32761574
GIB011000082001,https://archive.org/download/GIB011000082001/GIB011000082001.JPG,Tretower Hall int[erior],image/jpeg,In envelope titled: Tretower.,"Gibson, Adrian, 1931-2006",domestic,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,51.883283,-3.1841844
GIB011000089007,https://archive.org/download/GIB011000089007/GIB011000089007.jpg,Creeping hall. Post with aisle tie-tie,image/jpeg,In envelope titled: Creeping Hall.,"Gibson, Adrian, 1931-2006",domestic,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,51.921886,0.77465951
GIB011000089008,https://archive.org/download/GIB011000089008/GIB011000089008.jpg,Creeping Hall. Arcade post,image/jpeg,In envelope titled: Creeping Hall.,"Gibson, Adrian, 1931-2006",domestic,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,51.921886,0.77465951
GIB011000089009,https://archive.org/download/GIB011000089009/GIB011000089009.jpg,Creeping Hall 1,image/jpeg,In envelope titled: Creeping Hall.,"Gibson, Adrian, 1931-2006",domestic,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,51.921886,0.77465951
GIB011000089012,https://archive.org/download/GIB011000089012/GIB011000089012.jpg,Creeping Hall 2,image/jpeg,In envelope titled: Creeping Hall.,"Gibson, Adrian, 1931-2006",domestic,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,51.921886,0.77465951
GIB011000089014,https://archive.org/download/GIB011000089014/GIB011000089014.jpg,Creeping Hall. Rood (re-build?),image/jpeg,In envelope titled: Creeping Hall.,"Gibson, Adrian, 1931-2006",domestic,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,51.921886,0.77465951
GIB011000093004,https://archive.org/download/GIB011000093004/GIB011000093004.JPG,Whiston. Side aisle lass[?],image/jpeg,In envelope titled: Whiston Barn.,"Gibson, Adrian, 1931-2006",agricultural,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,53.405439,-1.3286403
GIB011000093005,https://archive.org/download/GIB011000093005/GIB011000093005.JPG,Whiston Barn. Post base detail,image/jpeg,In envelope titled: Whiston Barn.,"Gibson, Adrian, 1931-2006",agricultural,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,53.405439,-1.3286403
GIB011000093006,https://archive.org/download/GIB011000093006/GIB011000093006.JPG,Whiston Long Barn,image/jpeg,In envelope titled: Whiston Barn.,"Gibson, Adrian, 1931-2006",agricultural,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,53.405439,-1.3286403
GIB011000093007,https://archive.org/download/GIB011000093007/GIB011000093007.JPG,Whitson Barn. Axial View. Dendro wood 1146-1204 felled after 1214,image/jpeg,In envelope titled: Whiston Barn.,"Gibson, Adrian, 1931-2006",agricultural,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,53.405439,-1.3286403
GIB011000093009,https://archive.org/download/GIB011000093009/GIB011000093009.JPG,Whiston Barn. Arcade,image/jpeg,In envelope titled: Whiston Barn.,"Gibson, Adrian, 1931-2006",agricultural,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,53.405439,-1.3286403
GIB012000007001,https://archive.org/download/GIB012000007001/GIB012000007001.JPG,"Hatfield School. W[west] of house, jacobean fireplace 1",image/jpeg,In envelope titled: Hatfield School Jacobean Fire[place] Surround.,"Gibson, Adrian, 1931-2006",educational,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,,
GIB012000007002,https://archive.org/download/GIB012000007002/GIB012000007002.JPG,"Hatfield School. W[west] of house, jacobean fireplace 2",image/jpeg,In envelope titled: Hatfield School Jacobean Fire[place] Surround.,"Gibson, Adrian, 1931-2006",educational,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,,
GIB012000010003,https://archive.org/download/GIB012000010003/GIB012000010003.JPG,Gainsborough Old Hall - louve interior,image/jpeg,In envelope titled: Gainsborough New Hall.,"Gibson, Adrian, 1931-2006",stately home,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,53.400734,-0.778201
GIB012000010007,https://archive.org/download/GIB012000010007/GIB012000010007.JPG,Gainsborough from braied[?] hall roof,image/jpeg,In envelope titled: Gainsborough New Hall.,"Gibson, Adrian, 1931-2006",stately home,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,53.400734,-0.778201
GIB012000010009,https://archive.org/download/GIB012000010009/GIB012000010009.JPG,Gainsboro o.h louve of hall,image/jpeg,In envelope titled: Gainsborough New Hall.,"Gibson, Adrian, 1931-2006",stately home,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,53.400734,-0.778201
GIB012000010018,https://archive.org/download/GIB012000010018/GIB012000010018.JPG,Gainsborough Old Hall - rear,image/jpeg,In envelope titled: Gainsborough New Hall.,"Gibson, Adrian, 1931-2006",stately home,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,53.400734,-0.778201
GIB012000010021,https://archive.org/download/GIB012000010021/GIB012000010021.JPG,Gainsborough Old Hall - kitchen lantern interior,image/jpeg,In envelope titled: Gainsborough New Hall.,"Gibson, Adrian, 1931-2006",stately home,http://creativecommons.org/licenses/by/4.0/,"Adrian Gibson archive, Special Collections and Archives, Cardiff University",Image;StillImage,53.400734,-0.778201
